,Unnamed: 0,result_timestamp,lamax,laeq,lceq,lcpeak,night_scale,night_hour,Date,weekday,Holiday,downseason,night_hour_sq,night_hour_cu,Event_name,Address,Lat,Long,Time,Duration,Event_type,Organizer,Respondents,Dist_hears
17,12.0,2022-10-16 20:40:00,33.89991666666667,32.421416666666666,49.7927,59.00000833333333,2022-10-16 12:40:00,1.666666666666666,16-10-2022,Sunday,0.0,0.0,2.777777777777776,4.629629629629624,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
18,13.0,2022-10-16 21:00:00,33.09866666666667,31.88625,49.449983333333336,58.420683333333336,2022-10-16 13:00:00,2.0,16-10-2022,Sunday,0.0,0.0,4.0,8.0,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
19,13.0,2022-10-16 21:00:00,33.09866666666667,31.88625,49.449983333333336,58.420683333333336,2022-10-16 13:00:00,2.0,16-10-2022,Sunday,0.0,0.0,4.0,8.0,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
20,13.0,2022-10-16 21:00:00,33.09866666666667,31.88625,49.449983333333336,58.420683333333336,2022-10-16 13:00:00,2.0,16-10-2022,Sunday,0.0,0.0,4.0,8.0,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
21,14.0,2022-10-16 21:20:00,33.63683333333333,32.32233333333333,49.99650833333333,59.19215833333333,2022-10-16 13:20:00,2.333333333333334,16-10-2022,Sunday,0.0,0.0,5.444444444444447,12.703703703703711,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
22,14.0,2022-10-16 21:20:00,33.63683333333333,32.32233333333333,49.99650833333333,59.19215833333333,2022-10-16 13:20:00,2.333333333333334,16-10-2022,Sunday,0.0,0.0,5.444444444444447,12.703703703703711,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
23,14.0,2022-10-16 21:20:00,33.63683333333333,32.32233333333333,49.99650833333333,59.19215833333333,2022-10-16 13:20:00,2.333333333333334,16-10-2022,Sunday,0.0,0.0,5.444444444444447,12.703703703703711,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
24,15.0,2022-10-16 21:40:00,33.36525,32.00175,49.46015,58.48524166666666,2022-10-16 13:40:00,2.666666666666666,16-10-2022,Sunday,0.0,0.0,7.111111111111108,18.96296296296295,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
25,15.0,2022-10-16 21:40:00,33.36525,32.00175,49.46015,58.48524166666666,2022-10-16 13:40:00,2.666666666666666,16-10-2022,Sunday,0.0,0.0,7.111111111111108,18.96296296296295,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
26,15.0,2022-10-16 21:40:00,33.36525,32.00175,49.46015,58.48524166666666,2022-10-16 13:40:00,2.666666666666666,16-10-2022,Sunday,0.0,0.0,7.111111111111108,18.96296296296295,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
27,16.0,2022-10-16 22:00:00,33.3175,32.0735,49.878483333333335,59.00375833333333,2022-10-16 14:00:00,3.0,16-10-2022,Sunday,0.0,0.0,9.0,27.0,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
28,16.0,2022-10-16 22:00:00,33.3175,32.0735,49.878483333333335,59.00375833333333,2022-10-16 14:00:00,3.0,16-10-2022,Sunday,0.0,0.0,9.0,27.0,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
29,16.0,2022-10-16 22:00:00,33.3175,32.0735,49.878483333333335,59.00375833333333,2022-10-16 14:00:00,3.0,16-10-2022,Sunday,0.0,0.0,9.0,27.0,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
30,17.0,2022-10-16 22:20:00,33.1405,31.93133333333333,49.30065833333333,58.202733333333335,2022-10-16 14:20:00,3.333333333333334,16-10-2022,Sunday,0.0,0.0,11.111111111111114,37.03703703703706,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
31,17.0,2022-10-16 22:20:00,33.1405,31.93133333333333,49.30065833333333,58.202733333333335,2022-10-16 14:20:00,3.333333333333334,16-10-2022,Sunday,0.0,0.0,11.111111111111114,37.03703703703706,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
32,17.0,2022-10-16 22:20:00,33.1405,31.93133333333333,49.30065833333333,58.202733333333335,2022-10-16 14:20:00,3.333333333333334,16-10-2022,Sunday,0.0,0.0,11.111111111111114,37.03703703703706,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
33,18.0,2022-10-16 22:40:00,33.50533333333333,31.99058333333333,50.395475,59.75526666666667,2022-10-16 14:40:00,3.666666666666666,16-10-2022,Sunday,0.0,0.0,13.44444444444444,49.29629629629627,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
34,18.0,2022-10-16 22:40:00,33.50533333333333,31.99058333333333,50.395475,59.75526666666667,2022-10-16 14:40:00,3.666666666666666,16-10-2022,Sunday,0.0,0.0,13.44444444444444,49.29629629629627,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
35,18.0,2022-10-16 22:40:00,33.50533333333333,31.99058333333333,50.395475,59.75526666666667,2022-10-16 14:40:00,3.666666666666666,16-10-2022,Sunday,0.0,0.0,13.44444444444444,49.29629629629627,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
36,19.0,2022-10-16 23:00:00,32.50941666666667,31.358833333333333,49.142525,58.082425,2022-10-16 15:00:00,4.0,16-10-2022,Sunday,0.0,0.0,16.0,64.0,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
37,19.0,2022-10-16 23:00:00,32.50941666666667,31.358833333333333,49.142525,58.082425,2022-10-16 15:00:00,4.0,16-10-2022,Sunday,0.0,0.0,16.0,64.0,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
38,19.0,2022-10-16 23:00:00,32.50941666666667,31.358833333333333,49.142525,58.082425,2022-10-16 15:00:00,4.0,16-10-2022,Sunday,0.0,0.0,16.0,64.0,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
39,20.0,2022-10-16 23:20:00,32.321333333333335,31.23925,48.87558333333333,57.668308333333336,2022-10-16 15:20:00,4.333333333333334,16-10-2022,Sunday,0.0,0.0,18.777777777777786,81.37037037037041,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
40,20.0,2022-10-16 23:20:00,32.321333333333335,31.23925,48.87558333333333,57.668308333333336,2022-10-16 15:20:00,4.333333333333334,16-10-2022,Sunday,0.0,0.0,18.777777777777786,81.37037037037041,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
41,20.0,2022-10-16 23:20:00,32.321333333333335,31.23925,48.87558333333333,57.668308333333336,2022-10-16 15:20:00,4.333333333333334,16-10-2022,Sunday,0.0,0.0,18.777777777777786,81.37037037037041,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
42,21.0,2022-10-16 23:40:00,32.394083333333334,31.343,49.212291666666665,57.92119166666666,2022-10-16 15:40:00,4.666666666666666,16-10-2022,Sunday,0.0,0.0,21.77777777777777,101.6296296296296,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
43,21.0,2022-10-16 23:40:00,32.394083333333334,31.343,49.212291666666665,57.92119166666666,2022-10-16 15:40:00,4.666666666666666,16-10-2022,Sunday,0.0,0.0,21.77777777777777,101.6296296296296,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
44,21.0,2022-10-16 23:40:00,32.394083333333334,31.343,49.212291666666665,57.92119166666666,2022-10-16 15:40:00,4.666666666666666,16-10-2022,Sunday,0.0,0.0,21.77777777777777,101.6296296296296,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
45,22.0,2022-10-17 00:00:00,32.337833333333336,31.24008333333333,49.12085833333333,57.71861666666666,2022-10-16 16:00:00,5.0,16-10-2022,Sunday,0.0,0.0,25.0,125.0,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
46,22.0,2022-10-17 00:00:00,32.337833333333336,31.24008333333333,49.12085833333333,57.71861666666666,2022-10-16 16:00:00,5.0,16-10-2022,Sunday,0.0,0.0,25.0,125.0,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
47,22.0,2022-10-17 00:00:00,32.337833333333336,31.24008333333333,49.12085833333333,57.71861666666666,2022-10-16 16:00:00,5.0,16-10-2022,Sunday,0.0,0.0,25.0,125.0,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
48,23.0,2022-10-17 00:20:00,32.339749999999995,31.22658333333333,48.96269166666667,57.67065,2022-10-16 16:20:00,5.333333333333332,16-10-2022,Sunday,0.0,0.0,28.444444444444432,151.7037037037036,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
49,23.0,2022-10-17 00:20:00,32.339749999999995,31.22658333333333,48.96269166666667,57.67065,2022-10-16 16:20:00,5.333333333333332,16-10-2022,Sunday,0.0,0.0,28.444444444444432,151.7037037037036,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
50,23.0,2022-10-17 00:20:00,32.339749999999995,31.22658333333333,48.96269166666667,57.67065,2022-10-16 16:20:00,5.333333333333332,16-10-2022,Sunday,0.0,0.0,28.444444444444432,151.7037037037036,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
51,24.0,2022-10-17 00:40:00,32.37275,31.312083333333334,49.027750000000005,57.76435833333333,2022-10-16 16:40:00,5.666666666666668,16-10-2022,Sunday,0.0,0.0,32.11111111111112,181.96296296296308,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
52,24.0,2022-10-17 00:40:00,32.37275,31.312083333333334,49.027750000000005,57.76435833333333,2022-10-16 16:40:00,5.666666666666668,16-10-2022,Sunday,0.0,0.0,32.11111111111112,181.96296296296308,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
53,24.0,2022-10-17 00:40:00,32.37275,31.312083333333334,49.027750000000005,57.76435833333333,2022-10-16 16:40:00,5.666666666666668,16-10-2022,Sunday,0.0,0.0,32.11111111111112,181.96296296296308,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
54,25.0,2022-10-17 01:00:00,32.41684737281068,31.332276897414516,49.01874895746456,57.74370308590492,2022-10-16 17:00:00,6.0,16-10-2022,Sunday,0.0,0.0,36.0,216.0,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
55,25.0,2022-10-17 01:00:00,32.41684737281068,31.332276897414516,49.01874895746456,57.74370308590492,2022-10-16 17:00:00,6.0,16-10-2022,Sunday,0.0,0.0,36.0,216.0,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
56,25.0,2022-10-17 01:00:00,32.41684737281068,31.332276897414516,49.01874895746456,57.74370308590492,2022-10-16 17:00:00,6.0,16-10-2022,Sunday,0.0,0.0,36.0,216.0,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
57,26.0,2022-10-17 01:20:00,32.40308333333333,31.29508333333333,49.12365,57.723275,2022-10-16 17:20:00,6.333333333333332,16-10-2022,Sunday,0.0,0.0,40.11111111111109,254.0370370370369,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
58,26.0,2022-10-17 01:20:00,32.40308333333333,31.29508333333333,49.12365,57.723275,2022-10-16 17:20:00,6.333333333333332,16-10-2022,Sunday,0.0,0.0,40.11111111111109,254.0370370370369,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
59,26.0,2022-10-17 01:20:00,32.40308333333333,31.29508333333333,49.12365,57.723275,2022-10-16 17:20:00,6.333333333333332,16-10-2022,Sunday,0.0,0.0,40.11111111111109,254.0370370370369,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
60,27.0,2022-10-17 01:40:00,32.34941666666667,31.30175,49.079825,57.73900833333333,2022-10-16 17:40:00,6.666666666666668,16-10-2022,Sunday,0.0,0.0,44.44444444444446,296.2962962962965,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
61,27.0,2022-10-17 01:40:00,32.34941666666667,31.30175,49.079825,57.73900833333333,2022-10-16 17:40:00,6.666666666666668,16-10-2022,Sunday,0.0,0.0,44.44444444444446,296.2962962962965,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
62,27.0,2022-10-17 01:40:00,32.34941666666667,31.30175,49.079825,57.73900833333333,2022-10-16 17:40:00,6.666666666666668,16-10-2022,Sunday,0.0,0.0,44.44444444444446,296.2962962962965,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
63,28.0,2022-10-17 02:00:00,32.31908333333333,31.27383333333333,48.82629166666667,57.61335833333333,2022-10-16 18:00:00,7.0,16-10-2022,Sunday,0.0,0.0,49.0,343.0,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
64,28.0,2022-10-17 02:00:00,32.31908333333333,31.27383333333333,48.82629166666667,57.61335833333333,2022-10-16 18:00:00,7.0,16-10-2022,Sunday,0.0,0.0,49.0,343.0,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
65,28.0,2022-10-17 02:00:00,32.31908333333333,31.27383333333333,48.82629166666667,57.61335833333333,2022-10-16 18:00:00,7.0,16-10-2022,Sunday,0.0,0.0,49.0,343.0,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
66,29.0,2022-10-17 02:20:00,32.38733333333334,31.26975,48.801566666666666,57.57775,2022-10-16 18:20:00,7.333333333333332,16-10-2022,Sunday,0.0,0.0,53.77777777777776,394.37037037037015,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
67,29.0,2022-10-17 02:20:00,32.38733333333334,31.26975,48.801566666666666,57.57775,2022-10-16 18:20:00,7.333333333333332,16-10-2022,Sunday,0.0,0.0,53.77777777777776,394.37037037037015,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
68,29.0,2022-10-17 02:20:00,32.38733333333334,31.26975,48.801566666666666,57.57775,2022-10-16 18:20:00,7.333333333333332,16-10-2022,Sunday,0.0,0.0,53.77777777777776,394.37037037037015,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
69,30.0,2022-10-17 02:40:00,32.30583333333333,31.246916666666667,48.803075,57.54925833333333,2022-10-16 18:40:00,7.666666666666668,16-10-2022,Sunday,0.0,0.0,58.77777777777779,450.62962962962985,"Studio STUK • Dans, Beeld & Geluid in de iconische Manhattan","Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
70,30.0,2022-10-17 02:40:00,32.30583333333333,31.246916666666667,48.803075,57.54925833333333,2022-10-16 18:40:00,7.666666666666668,16-10-2022,Sunday,0.0,0.0,58.77777777777779,450.62962962962985,Alex Reynolds & Alma Söderberg - La mano que canta • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,20:00:00,,Other,Stuk,1000,0.1638859265575865
71,30.0,2022-10-17 02:40:00,32.30583333333333,31.246916666666667,48.803075,57.54925833333333,2022-10-16 18:40:00,7.666666666666668,16-10-2022,Sunday,0.0,0.0,58.77777777777779,450.62962962962985,Jazz Op Zondag: LUCA Jazz • Studio STUK,"Naamsestraat 96, Leuven",50.8741070739803,4.69976128650559,19:30:00,,Other,Stuk,1000,0.1638859265575865
